pathway	gene	frequency	log_likelihood	correlation	baysian	rank	pubmed_id
COMP_PATHWAY;;;COMPLEMENT	F2	1	3.91079499846	0.219496652179	0.00258397932817	13	10586086
COMP_PATHWAY;;;COMPLEMENT	SPRY4	1	4.91303169547	0.292941294791	0.00258397932817	14	24164458
COMP_PATHWAY;;;COMPLEMENT	GPI	1	4.91303169547	0.0814876708618	0.00516795865633	15	11896391
COMP_PATHWAY;;;COMPLEMENT	CFH	22	140.46931018	0.292684317261	0.0348837209302	16	10490997,10698334,15342420,15331938,17580967,17399790,18514989,18252232,22491393,24422172,24453474,26501415,25814826,27814381,26700768,27572114,27196323,31156713
COMP_PATHWAY;;;COMPLEMENT	CFD	5	29.9699905239	0.0919333650937	0.00645994832041	17	11485744,23874499,27357152
COMP_PATHWAY;;;COMPLEMENT	CR1	6	37.0152798255	0.0475719966979	0.00904392764858	18	8021505,16178668,23150925,24218269
COMP_PATHWAY;;;COMPLEMENT	CD46	21	122.996947194	0.193591268419	0.0361757105943	19	1910685,2050389,1711570,1601037,7692239,8528226,8666815,8702545,9661662,9759896,10469245,11496010,12421914,15307194,17261436,18514989,20300992,21283821,27226545,27794168,31156713
COMP_PATHWAY;;;COMPLEMENT	CD55	20	116.046327986	0.122992937483	0.0400516795866	20	2433596,8315823,9435343,10609614,10540231,10623859,10946283,10663575,10906393,15103144,15721309,16503113,23994311,27357152
COMP_PATHWAY;;;COMPLEMENT	VCAM1	1	4.91303169547	0.32782284583	0.00258397932817	21	24164458
COMP_PATHWAY;;;COMPLEMENT	AQP1	3	11.7464173076	0.336031332216	0.00516795865633	22	23994311,24164458,31156713
COMP_PATHWAY;;;COMPLEMENT	CIITA	1	4.91303169547	0.0541170958654	0.00258397932817	23	7749984
COMP_PATHWAY;;;COMPLEMENT	RPA1	1	3.91079499846	0.0541170958654	0.00387596899225	24	9275237
COMP_PATHWAY;;;COMPLEMENT	CDC25C	3	8.06954595534	0.00725302491524	0.00387596899225	25	7828890,9188863,11078813
COMP_PATHWAY;;;COMPLEMENT	C4BPB	2	11.51290524	0.211296830386	0.00387596899225	26	17915330
COMP_PATHWAY;;;COMPLEMENT	ETV1	1	4.91303169547	0.0481258194171	0.00258397932817	27	24191055
COMP_PATHWAY;;;COMPLEMENT	SLC14A1	1	3.27546100586	0.035455815402	0.00387596899225	28	11841450
COMP_PATHWAY;;;COMPLEMENT	MORF4	1	2.81438264664	0.057180849718	0.00258397932817	29	3284787
COMP_PATHWAY;;;COMPLEMENT	ITGB2	2	6.06218701968	0.0259177485366	0.00258397932817	30	2542265,24338230
COMP_PATHWAY;;;COMPLEMENT	CHAF1A	2	6.06218701968	0.0255042578575	0.00258397932817	31	2542265,19065152
COMP_PATHWAY;;;COMPLEMENT	RCC1	1	3.27546100586	0.0481258194171	0.00387596899225	32	7983178
COMP_PATHWAY;;;COMPLEMENT	PLAT	1	4.91303169547	0.231371112149	0.00129198966408	33	24164458
COMP_PATHWAY;;;COMPLEMENT	SNCA	2	5.63301047962	0.0147223588573	0.00387596899225	34	17459337,22198569
COMP_PATHWAY;;;COMPLEMENT	TCF4	2	3.84942963551	0.0202809957974	0.00258397932817	35	20044351,22859735
COMP_PATHWAY;;;COMPLEMENT	C1R	4	19.6815481062	0.0402040298604	0.00516795865633	36	11426320,12637537,16716085,18062908
COMP_PATHWAY;;;COMPLEMENT	TMEM171	2	3.07948431151	0.00766837503593	0.00387596899225	37	1534753,8211184
COMP_PATHWAY;;;COMPLEMENT	BCL2L2	1	3.91079499846	0.0305256731	0.00129198966408	38	17464285
COMP_PATHWAY;;;COMPLEMENT	HLA-C	4	11.6983804313	0.045615320576	0.00516795865633	39	1988494,8012361,7749984,10092831
COMP_PATHWAY;;;COMPLEMENT	GPT	1	4.91303169547	0.0184719025111	0.00129198966408	40	8662859
COMP_PATHWAY;;;COMPLEMENT	RAD1	1	3.91079499846	0.026746520869	0.00258397932817	41	12383497
COMP_PATHWAY;;;COMPLEMENT	BMP1	1	3.27546100586	0.0101553991773	0.00258397932817	42	17516847
COMP_PATHWAY;;;COMPLEMENT	RAB11FIP1	3	18.4848136812	0.0463289873426	0.00387596899225	43	17287274
COMP_PATHWAY;;;COMPLEMENT	MASP1	13		0.37894690254	0.0348837209302	44	10586086,11426320,17444953,20673767,19939495,20053996,22854970,25070856,26419238
COMP_PATHWAY;;;COMPLEMENT	SERPING1	3	18.4848136812	0.0305256731	0.00387596899225	45	11161971,16409206,30685616
COMP_PATHWAY;;;COMPLEMENT	CD40LG	3	6.50747337315	-0.00204326527778	0.00387596899225	46	16818885,22650019
COMP_PATHWAY;;;COMPLEMENT	NCOR2	1	2.81438264664	0.0184719025111	0.00258397932817	47	18752469
COMP_PATHWAY;;;COMPLEMENT	ITGA6	1	1.53810948937	0.0582374582095	0.00258397932817	48	1972721
COMP_PATHWAY;;;COMPLEMENT	RP1	1	3.27546100586	0.0378263761146	0.00129198966408	49	10686478
COMP_PATHWAY;;;COMPLEMENT	NCOA3	1	4.91303169547	0.0541170958654	0.00129198966408	50	17464285
COMP_PATHWAY;;;COMPLEMENT	FOXO3	1	4.91303169547	0.108858245858	0.00129198966408	51	15687482
COMP_PATHWAY;;;COMPLEMENT	TAT	3	4.01188242825	-0.00190434944888	0.00387596899225	52	8009838
COMP_PATHWAY;;;COMPLEMENT	EGF	2	1.56775030826	0.011030241959	0.00516795865633	53	12637537,14722076
COMP_PATHWAY;;;COMPLEMENT	FCN3	5		0.204048739954	0.00904392764858	54	12396007,17768106,19939495,20053996
COMP_PATHWAY;;;COMPLEMENT	IKBKG	1	3.27546100586	0.00786609801154	0.00129198966408	55	10087442
COMP_PATHWAY;;;COMPLEMENT	C6	2	7.8262628942	-0.00101912477876	0.00258397932817	56	7535801,24378253
COMP_PATHWAY;;;COMPLEMENT	VLDLR	2	6.06218701968	-0.00117943832624	0.00258397932817	57	19393635
COMP_PATHWAY;;;COMPLEMENT	C4BP	2		0.256218973485	0.00387596899225	58	12645526,17915330
COMP_PATHWAY;;;COMPLEMENT	LOXL1	1		0.32782284583	0.00258397932817	59	24164458
COMP_PATHWAY;;;COMPLEMENT	CD44	2	2.32147883117	0.0191884089666	0.00258397932817	60	18065692,24164458
COMP_PATHWAY;;;COMPLEMENT	AVP	1	3.91079499846	0.026746520869	0.00129198966408	61	2998782
COMP_PATHWAY;;;COMPLEMENT	CFB	5		0.254536778273	0.0077519379845	62	27814381,29061482,31156713
COMP_PATHWAY;;;COMPLEMENT	FCN2	3		0.188558815526	0.00387596899225	63	12396007,17768106,20053996
COMP_PATHWAY;;;COMPLEMENT	CRP	5	27.8045566687	-0.00108095538529	0.00645994832041	64	8484718,8174647,10490997,17399790
COMP_PATHWAY;;;COMPLEMENT	BCL2L15	1	3.27546100586	0.108858245858	0.00129198966408	65	7937747
COMP_PATHWAY;;;COMPLEMENT	ARG1	1	4.91303169547	0.0184719025111	0.00129198966408	66	23782229
COMP_PATHWAY;;;COMPLEMENT	IGF1	2	0.145762015309	0.0306993842266	0.0077519379845	67	25018100,24637928
COMP_PATHWAY;;;COMPLEMENT	JAG1	1	3.27546100586	0.133075162694	0.00129198966408	68	24164458
COMP_PATHWAY;;;COMPLEMENT	TRAPPC2	1	2.81438264664	0.00731200845533	0.00129198966408	69	15952107
COMP_PATHWAY;;;COMPLEMENT	SMN2	2	4.33446902665	-0.00108095538529	0.00258397932817	70	12902166,21443782
COMP_PATHWAY;;;COMPLEMENT	CEBPB	1	2.81438264664	0.0883770668697	0.00129198966408	71	15687482
COMP_PATHWAY;;;COMPLEMENT	CFHR1	4		0.095889796925	0.00645994832041	72	27814381
COMP_PATHWAY;;;COMPLEMENT	MOAP1	3		0.136228820855	0.00387596899225	73	20673767,20053996,21035894
COMP_PATHWAY;;;COMPLEMENT	MRC1	1	1.53810948937	0.0316961763571	0.00129198966408	74	11781295
COMP_PATHWAY;;;COMPLEMENT	ASAH1	5	29.9699905239	-0.000624054127439	0.00645994832041	75	12736529,12766343
COMP_PATHWAY;;;COMPLEMENT	SEN2	1		0.0814876708618	0.00258397932817	76	3284787
COMP_PATHWAY;;;COMPLEMENT	FCN1	2		0.153953217735	0.00258397932817	77	17768106,20673767
COMP_PATHWAY;;;COMPLEMENT	C5	4		0.0808705666664	0.00645994832041	78	2269669,1711041,15342420,15331938
COMP_PATHWAY;;;COMPLEMENT	ITGA5	1		0.136228820855	0.00258397932817	79	1972721
COMP_PATHWAY;;;COMPLEMENT	BAG6	1	4.91303169547	-0.000624054127439	0.00129198966408	80	7626017
COMP_PATHWAY;;;COMPLEMENT	CRYGD	5		0.057180849718	0.0077519379845	81	9759896,15304491,17287274,17293598
COMP_PATHWAY;;;COMPLEMENT	SH3PXD2A	1	4.91303169547	0.011403498111	0.00129198966408	82	12878230
COMP_PATHWAY;;;COMPLEMENT	CCNY	1		0.0814876708618	0.00258397932817	83	9153308
COMP_PATHWAY;;;COMPLEMENT	CD59	4		0.0628277843405	0.0077519379845	84	8315823,8759753,10663575,28534443
COMP_PATHWAY;;;COMPLEMENT	BCL2	1	0.107692483289	0.0335410478739	0.00516795865633	85	7937747
COMP_PATHWAY;;;COMPLEMENT	PCCB	3		0.0378263761146	0.00516795865633	86	8023851
COMP_PATHWAY;;;COMPLEMENT	TFAP2A	1	3.27546100586	0.0398111755706	0.00129198966408	87	18753208
COMP_PATHWAY;;;COMPLEMENT	C1QA	1		0.108858245858	0.00129198966408	88	15687482
COMP_PATHWAY;;;COMPLEMENT	GATA3	1	4.91303169547	-0.000624054127439	0.00129198966408	89	26350354
COMP_PATHWAY;;;COMPLEMENT	COQ7	1	4.91303169547	0.026746520869	0.00129198966408	90	10501970
COMP_PATHWAY;;;COMPLEMENT	KLHDC2	2		0.0765353233215	0.00258397932817	91	19939495
COMP_PATHWAY;;;COMPLEMENT	ARSF	3	0.629227146914	0.0199645300028	0.00387596899225	92	7493325,11083468,15878828
COMP_PATHWAY;;;COMPLEMENT	TRL-AAG2-3	1	2.45593965973	0.0184719025111	0.00129198966408	93	21757685
COMP_PATHWAY;;;COMPLEMENT	C1S	5		0.0660280189576	0.00645994832041	94	11426320,11161971,12637537,16716085,16409206
COMP_PATHWAY;;;COMPLEMENT	H1-5	1	3.91079499846	-0.000882571092367	0.00129198966408	95	25584861
COMP_PATHWAY;;;COMPLEMENT	C1QTNF5	1		0.0814876708618	0.00387596899225	96	17122143
COMP_PATHWAY;;;COMPLEMENT	CFHR2	4		0.0184719025111	0.00516795865633	97	7672821,12041828
COMP_PATHWAY;;;COMPLEMENT	CD300A	3		0.026746520869	0.00387596899225	98	29061482
COMP_PATHWAY;;;COMPLEMENT	FCGR2A	1	4.91303169547	-0.000624054127439	0.00129198966408	99	1832411
COMP_PATHWAY;;;COMPLEMENT	ARMS2	1		0.0814876708618	0.00258397932817	100	24453474
COMP_PATHWAY;;;COMPLEMENT	CD93	1	4.91303169547	-0.000624054127439	0.00129198966408	101	15459234
COMP_PATHWAY;;;COMPLEMENT	COL17A1	1	4.91303169547	-0.000624054127439	0.00129198966408	102	24338230
COMP_PATHWAY;;;COMPLEMENT	LRRK2	1	3.91079499846	-0.000624054127439	0.00129198966408	103	21322020
COMP_PATHWAY;;;COMPLEMENT	HABP2	1	3.91079499846	-0.000624054127439	0.00129198966408	104	9185871
COMP_PATHWAY;;;COMPLEMENT	MYL4	1		0.0541170958654	0.00129198966408	105	22650019
COMP_PATHWAY;;;COMPLEMENT	GPX3	1		0.0541170958654	0.00258397932817	106	15337745
COMP_PATHWAY;;;COMPLEMENT	INS	2	1.0562547266	-0.00486296508323	0.00258397932817	107	8609621,9399964
COMP_PATHWAY;;;COMPLEMENT	CCNE2	1	1.01198287483	0.0212191413468	0.00129198966408	108	9153308
COMP_PATHWAY;;;COMPLEMENT	TYR	1	2.81438264664	-0.00121166643339	0.00129198966408	109	17293598
COMP_PATHWAY;;;COMPLEMENT	TEF	1		0.0814876708618	0.00129198966408	110	18753208
COMP_PATHWAY;;;COMPLEMENT	TCF12	1	3.91079499846	-0.000624054127439	0.00129198966408	111	25018100
COMP_PATHWAY;;;COMPLEMENT	SEC13	1		0.0541170958654	0.00129198966408	112	10923020
COMP_PATHWAY;;;COMPLEMENT	PCNA	2	0.193329503934	-0.000278848462046	0.00387596899225	113	7739542,9153308
COMP_PATHWAY;;;COMPLEMENT	B4GALT1	1		0.0541170958654	0.00129198966408	114	22650019
COMP_PATHWAY;;;COMPLEMENT	MLH1	2	0.000175949069671	0.00397947816444	0.00387596899225	115	11781295
COMP_PATHWAY;;;COMPLEMENT	SGSM3	1	1.92289385019	0.0538739273896	0.00129198966408	116	20053996
COMP_PATHWAY;;;COMPLEMENT	DYNAP	2	2.02653929673	-0.00122571829644	0.00258397932817	117	15289607,30201725
COMP_PATHWAY;;;COMPLEMENT	F8	1	0.824155061913	0.031997940417	0.00129198966408	118	1577763
COMP_PATHWAY;;;COMPLEMENT	GNAS	1	3.27546100586	-0.000624054127439	0.00129198966408	119	23782229
COMP_PATHWAY;;;COMPLEMENT	FN1	1	1.03649028356	0.00839822603129	0.00129198966408	120	1972721
COMP_PATHWAY;;;COMPLEMENT	CD8A	2	0.57860373141	0.00533683130142	0.00258397932817	121	9305894,29535843
COMP_PATHWAY;;;COMPLEMENT	RNU1-1	2	0.362622108951	-0.00311558823624	0.00258397932817	122	8665408
COMP_PATHWAY;;;COMPLEMENT	DYSF	1	2.81438264664	-0.000624054127439	0.00129198966408	123	16606933
COMP_PATHWAY;;;COMPLEMENT	ADH1A	1		0.0541170958654	0.00129198966408	124	7546294
COMP_PATHWAY;;;COMPLEMENT	CDC25B	1	2.16531555937	-0.00108095538529	0.00129198966408	125	9188863
COMP_PATHWAY;;;COMPLEMENT	APP	1	1.5288511939	-0.00447796578423	0.00129198966408	126	17459337
COMP_PATHWAY;;;COMPLEMENT	VEGFA	1	11.3651848221	-0.00559337240476	0.00129198966408	127	19727131
COMP_PATHWAY;;;COMPLEMENT	ADRA1D	1	2.16531555937	-0.000624054127439	0.00129198966408	128	10618495
COMP_PATHWAY;;;COMPLEMENT	NSF	1		0.0541170958654	0.00129198966408	129	10923020
COMP_PATHWAY;;;COMPLEMENT	BRCA1	1	0.934223007585	-0.00401443019948	0.00129198966408	130	19471317
COMP_PATHWAY;;;COMPLEMENT	CNKSR3	1	2.81438264664	-0.000837275657643	0.00129198966408	131	8385799
COMP_PATHWAY;;;COMPLEMENT	AGBL2	1		0.026746520869	0.00129198966408	132	12421914
COMP_PATHWAY;;;COMPLEMENT	DXO	1		0.0541170958654	0.00129198966408	133	10686478
COMP_PATHWAY;;;COMPLEMENT	ALB	1	1.24426815636	0.0180319083991	0.00129198966408	134	2269669
COMP_PATHWAY;;;COMPLEMENT	YAP1	1	1.53810948937	0.0126855323708	0.00129198966408	135	15337745
COMP_PATHWAY;;;COMPLEMENT	HLA-DQB1	1		0.026746520869	0.00129198966408	136	15312140
COMP_PATHWAY;;;COMPLEMENT	RAD52	1	2.81438264664	-0.000837275657643	0.00129198966408	137	6098821
COMP_PATHWAY;;;COMPLEMENT	DEGS1	1	2.45593965973	-0.000882571092367	0.00129198966408	138	28656244
COMP_PATHWAY;;;COMPLEMENT	IRF6	1	2.81438264664	-0.000624054127439	0.00129198966408	139	21182860
COMP_PATHWAY;;;COMPLEMENT	BRCA2	1	0.134826943104	0.0022638728208	0.00258397932817	140	18607349
COMP_PATHWAY;;;COMPLEMENT	CP	1	2.16531555937	-0.000840714532631	0.00129198966408	141	8757632
COMP_PATHWAY;;;COMPLEMENT	KNG1	1	2.16531555937	-0.000882571092367	0.00129198966408	142	16081418
COMP_PATHWAY;;;COMPLEMENT	H2BC21	1	2.81438264664	-0.00106444850822	0.00129198966408	143	23717473
COMP_PATHWAY;;;COMPLEMENT	HNF1A	1	2.45593965973	-0.00101912477876	0.00129198966408	144	22859735
COMP_PATHWAY;;;COMPLEMENT	TNNT1	1	1.71651368559	-0.00139558736664	0.00129198966408	145	12732643
COMP_PATHWAY;;;COMPLEMENT	MET	1	0.0385459073586	0.00643747412249	0.00258397932817	146	28855353
COMP_PATHWAY;;;COMPLEMENT	CHAF1B	1	2.45593965973	-0.000624054127439	0.00129198966408	147	19065152
COMP_PATHWAY;;;COMPLEMENT	SCN8A	1		0.026746520869	0.00258397932817	148	15170223
COMP_PATHWAY;;;COMPLEMENT	RTCB	1	2.16531555937	-0.000624054127439	0.00129198966408	149	21757685
COMP_PATHWAY;;;COMPLEMENT	MOK	1	0.669952157128	0.00241245512237	0.00129198966408	150	19275604
COMP_PATHWAY;;;COMPLEMENT	AGER	1	0.669952157128	-0.00117943832624	0.00129198966408	151	19275604
COMP_PATHWAY;;;COMPLEMENT	TG	1	0.913294387574	-0.00139558736664	0.00129198966408	152	11836297
COMP_PATHWAY;;;COMPLEMENT	RACK1	1	1.24426815636	-0.00101912477876	0.00129198966408	153	10048025
COMP_PATHWAY;;;COMPLEMENT	IFNG	1	0.388744724041	-0.00194977260346	0.00129198966408	154	10931160
COMP_PATHWAY;;;COMPLEMENT	RHOA	1	0.824155061913	-0.00192691004961	0.00129198966408	155	25100957
COMP_PATHWAY;;;COMPLEMENT	LTA	1		0.026746520869	0.00129198966408	156	12781366
COMP_PATHWAY;;;COMPLEMENT	MYC	1	0.909120697004	-0.00487293213033	0.00129198966408	157	12781366
COMP_PATHWAY;;;COMPLEMENT	NFKB1	1	0.884211357159	-0.00393713353659	0.00129198966408	158	10087442
COMP_PATHWAY;;;COMPLEMENT	NF1	1	0.743369071453	-0.00177069457939	0.00129198966408	159	8417346
COMP_PATHWAY;;;COMPLEMENT	AR	1	10.7234469274	-0.00831173839014	0.00129198966408	160	24867960
COMP_PATHWAY;;;COMPLEMENT	HNF4A	1	0.15717445832	0.0140038617656	0.00129198966408	161	22859735
COMP_PATHWAY;;;COMPLEMENT	GLB1	1	1.53810948937	-0.00124821552522	0.00129198966408	162	2457278
COMP_PATHWAY;;;COMPLEMENT	IAPP	1	0.114633695397	-0.00318825759944	0.00129198966408	163	17459337
COMP_PATHWAY;;;COMPLEMENT	PKM	1	0.00666864163941	0.00193572953944	0.00129198966408	164	15289607
COMP_PATHWAY;;;COMPLEMENT	CD80	1	0.669952157128	-0.00169374336689	0.00129198966408	165	9199963
COMP_PATHWAY;;;COMPLEMENT	CDK1	1	1.12169329729	-0.00139558736664	0.00129198966408	166	10531280
COMP_PATHWAY;;;COMPLEMENT	HFM1	1	0.218492661836	0.000950109715803	0.00129198966408	167	14763985
COMP_PATHWAY;;;COMPLEMENT	CLU	1	0.824155061913	-0.00139558736664	0.00129198966408	168	19651157
COMP_PATHWAY;;;COMPLEMENT	LAMP2	1	0.913294387574	-0.00136234514437	0.00129198966408	169	24488655
COMP_PATHWAY;;;COMPLEMENT	INSR	1	0.181824719126	0.0055822942078	0.00129198966408	170	9399964
COMP_PATHWAY;;;COMPLEMENT	MAPK8	1	0.203047127638	-0.00294190182756	0.00129198966408	171	15976001
COMP_PATHWAY;;;COMPLEMENT	TBXT	1	0.0236751220073	-0.00198624731998	0.00129198966408	172	1312627
COMP_PATHWAY;;;COMPLEMENT	DNAH8	1	0.00279763195431	-0.00244875088406	0.00129198966408	173	14763985
COMP_PATHWAY;;;COMPLEMENT	IL2	1	0.743369071453	-0.00176544565627	0.00129198966408	174	1748299
COMP_PATHWAY;;;COMPLEMENT	ERVW-4	1	0.15717445832	0.00574122683272	0.00129198966408	175	8609621
COMP_PATHWAY;;;COMPLEMENT	CD4	1	0.00550580612617	-0.00275327510043	0.00129198966408	176	1972721
COMP_PATHWAY;;;COMPLEMENT	GAL	1	1.53810948937	-0.00112798382101	0.00129198966408	177	18630988
COMP_PATHWAY;;;COMPLEMENT	BARD1	1	0.134826943104	0.000212945531176	0.00129198966408	178	26350354
COMP_PATHWAY;;;COMPLEMENT	MAPT	1	0.646620520507	-0.00299857852901	0.00129198966408	179	7498509
COMP_PATHWAY;;;COMPLEMENT	LARGE1	1	0.913294387574	-0.000624054127439	0.00129198966408	180	6264946
COMP_PATHWAY;;;COMPLEMENT	RAD51	1	0.208942124736	-0.00190587272691	0.00129198966408	181	1651177
COMP_PATHWAY;;;COMPLEMENT	PTHLH	1	0.486339971947	-0.00190434944888	0.00129198966408	182	8056147
COMP_PATHWAY;;;COMPLEMENT	DNMT3B	1	0.603084473929	-0.00152883316758	0.00129198966408	183	10588719
COMP_PATHWAY;;;COMPLEMENT	TF	1	0.0656938303146	-0.00220369113219	0.00129198966408	184	28106852
COMP_PATHWAY;;;COMPLEMENT	AGRN	1	0.669952157128	-0.00108095538529	0.00129198966408	185	24191055
COMP_PATHWAY;;;COMPLEMENT	FAP	1	0.824155061913	-0.00101912477876	0.00129198966408	186	31019999
COMPLEMENT_ACTIVATION	CD46	8	62.789996546	0.349459853007	0.131578947368	1	1910685,7692239,8077916,8666815,9759896,10469245,10657632,15730400
COMPLEMENT_ACTIVATION	CD55	8	63.3945882003	0.195288055886	0.144736842105	2	1688584,7519480,7545710,10623859,10663575,16503113,27357152
COMPLEMENT_ACTIVATION	FCN3	1	7.09827286645	0.247902579246	0.0263157894737	3	19939495
COMPLEMENT_ACTIVATION	CD59	1	7.59891168022	0.109938856269	0.0131578947368	4	10663575
COMPLEMENT_ACTIVATION	CFH	6	44.2507713645	0.229719798955	0.0789473684211	5	15342420,15331938,21270828,26501415,26700768
COMPLEMENT_ACTIVATION	C3	6	37.7981823502	0.209453070438	0.0921052631579	6	2832506,1910685,8666815,9743361,15730400,26700768
COMPLEMENT_ACTIVATION	CFHR2	1	7.59891168022	0.0581415271547	0.0131578947368	7	7672821
COMPLEMENT_ACTIVATION	C5	1	7.59891168022	0.0822292475721	0.0131578947368	8	15331938
COMPLEMENT_ACTIVATION	CD300A	1	8.27380383259	0.165355410849	0.0131578947368	9	29061482
COMPLEMENT_ACTIVATION	C1S	1	7.09827286645	0.134770605785	0.0131578947368	10	11426320
COMPLEMENT_ACTIVATION	FHL1	3	19.8951279484	0.25892036323	0.0394736842105	11	15342420,26643478
COMPLEMENT_ACTIVATION	C4B	3	21.0133806146	0.303427395259	0.0394736842105	12	2832506,8666815,15730400
COMPLEMENT_ACTIVATION	KLHDC2	2		0.350996587754	0.0263157894737	13	19939495
COMPLEMENT_ACTIVATION	CFB	1	7.09827286645	0.099265068456	0.0131578947368	14	29061482
COMPLEMENT_ACTIVATION	CFI	1	6.7002671301	0.185775079868	0.0263157894737	15	26501415
COMPLEMENT_ACTIVATION	FUT1	6	33.6717446849	0.182022659746	0.0789473684211	16	10781834,15342420,15331938,21270828,26643478
COMPLEMENT_ACTIVATION	RAB11FIP1	1	7.59891168022	0.0472983765921	0.0131578947368	17	17287274
COMPLEMENT_ACTIVATION	CFD	1	6.37007798482	0.187279644669	0.0131578947368	18	27357152
COMPLEMENT_ACTIVATION	MASP2	3	22.3971236988	0.126541899308	0.0657894736842	19	11426320,21871896
COMPLEMENT_ACTIVATION	MASP1	3	22.3971236988	0.141872841691	0.0394736842105	20	11426320,19939495
COMPLEMENT_ACTIVATION	FH	2	11.7311321166	0.189161090075	0.0263157894737	21	26700768,26643478
COMPLEMENT_ACTIVATION	TYR	1	7.09827286645	0.045359578595	0.0131578947368	22	17293598
COMPLEMENT_ACTIVATION	CLU	1	4.67272875481	0.0363676108502	0.0131578947368	23	19651157
COMPLEMENT_ACTIVATION	C1R	1	6.08808893524	0.0620439153806	0.0131578947368	24	11426320
COMPLEMENT_ACTIVATION	MBL2	2	10.2239922242	0.04867993338	0.0263157894737	25	10580098,21871896
COMPLEMENT_ACTIVATION	TF	1	3.16170205281	0.0151771657922	0.0131578947368	26	28106852
COPPER_HOMEOSTASIS	CP	1	11.9754819418	0.182494417655	0.285714285714	1	28089327
COPPER_HOMEOSTASIS	CALCR	1	13.8971084827	0.948681486485	0.142857142857	2	28089327
COPPER_HOMEOSTASIS	ATP7B	1	14.9433755766	0.948681486485	0.142857142857	3	28089327
COPPER_HOMEOSTASIS	PAM	1	14.9433755766	-7.24682214105e-05	0.142857142857	4	26667899
COPPER_HOMEOSTASIS	ATP7A	1	11.4385912042	0.111669193799	0.142857142857	5	7833924
CREB_PATHWAY	PAG1	1		0.577317191744	0.166666666667	1	24423398
CREB_PATHWAY	OPN1LW	1		0.577317191744	0.166666666667	2	24423398
CREB_PATHWAY	CREB1	1		0.258097297519	0.166666666667	3	24423398
CREB_PATHWAY	CREBBP	1		-5.7290174735e-05	0.166666666667	4	24423398
CSK_PATHWAY	CSNK2B	1		1.0	0.333333333333	1	17143510
CSK_PATHWAY	MAPKAP1	1		1.0	0.333333333333	2	17143510
CSK_PATHWAY	CXXC4	1		1.0	0.333333333333	3	17143510
CYCLIC_NUCLEOTIDE_BINDING	ARHGEF2	1	10.7599120413	0.312954399792	0.0833333333333	1	12581858
CYCLIC_NUCLEOTIDE_BINDING	RAPGEF2	1		0.989949331651	0.333333333333	2	12581858
CYCLIC_NUCLEOTIDE_BINDING	PSD	1	10.5375742367	0.329895478805	0.0833333333333	3	12581858
CYCLIC_NUCLEOTIDE_BINDING	KCNH2	3	38.0727699753	0.0151126458673	0.333333333333	4	10086971,15973763,21057041
CYCLIC_NUCLEOTIDE_BINDING	TJP1	1	9.20703211083	0.201919952289	0.0833333333333	5	12581858
CYCLIC_NUCLEOTIDE_BINDING	SLC2A4RG	1	10.7599120413	0.255488184187	0.0833333333333	6	12581858
CYTOKINE_RECEPTOR_ACTIVITY	MTF1	1		1.0	0.125	1	16823088
CYTOKINE_RECEPTOR_ACTIVITY	CSPG5	1		1.0	0.0625	2	16823088
CYTOKINE_RECEPTOR_ACTIVITY	KCNH2	1		0.862678282935	0.125	3	16823088
CYTOKINE_RECEPTOR_ACTIVITY	SLC9A3R1	1		1.0	0.0625	4	16823088
CYTOKINE_RECEPTOR_ACTIVITY	CDKN2B	1		0.565680255839	0.0625	5	16823088
CYTOKINE_RECEPTOR_ACTIVITY	TK2	1		1.0	0.125	6	16823088
CYTOKINE_RECEPTOR_ACTIVITY	CKS2	1		0.727601974727	0.0625	7	16823088
CYTOKINE_RECEPTOR_ACTIVITY	LEPR	1		0.816488785281	0.0625	8	16823088
CYTOKINE_RECEPTOR_ACTIVITY	CKS1B	1		0.800007797162	0.0625	9	16823088
CYTOPLASMIC_DYNEIN_COMPLEX	DYNC1I2P1	1		1.0	0.125	1	31079899
CYTOPLASMIC_DYNEIN_COMPLEX	DYNC1I2	1		1.0	0.25	2	31079899
CYTOPLASMIC_DYNEIN_COMPLEX	DYNC1I1	1		1.0	0.125	3	31079899
CYTOPLASMIC_DYNEIN_COMPLEX	DYNC1LI2	1		1.0	0.125	4	31079899
DEADENYLATION_OF_MRNA	CCR4	1		0.707086525761	0.5	1	19955262
DEADENYLATION_OF_MRNA	CHAF1A	1		0.333256937679	0.25	2	19955262
DEADENYLATION_OF_MRNA	CHAF1B	1		1.0	0.25	3	19955262
DEATH_PATHWAY	BAX	2	9.22043598478	0.157402201168	0.0769230769231	1	11997495,15525785
DEATH_PATHWAY	CASP4	1	6.7473361367	0.231169843054	0.0384615384615	2	20368688
DEATH_PATHWAY	DDIT3	2	9.08358603303	0.049772584863	0.115384615385	3	10440230,20368688
DEATH_PATHWAY	BCL2L11	1	4.41827273939	0.180118366165	0.0384615384615	4	11997495
DEATH_PATHWAY	TP53BP2	1	7.24475792202	0.067736164367	0.0384615384615	5	15743414
DEATH_PATHWAY	TRPM2	1	7.06452370115	0.0376292344363	0.0769230769231	6	16306129
DEATH_PATHWAY	ATP2B1	1	8.53084298159	0.144172157326	0.0384615384615	7	22733819
DEATH_PATHWAY	NYS3	1	11.1576509986	0.204024731469	0.0384615384615	8	30971200
DEATH_PATHWAY	CASP3	1	3.18766593275	0.0695165921517	0.0384615384615	9	20368688
